8.13	:	1	:	0.63	:	0.63	:	0	:	4	:	1	:	5
9.45	:	1	:	0.953	:	0.953	:	0	:	4	:	1	:	2
14.6	:	2	:	1.3	:	1.3	:	0	:	5	:	1	:	10
16.2	:	2	:	1.597	:	1.597	:	0	:	5	:	2	:	27
17.3	:	2	:	1.588	:	1.588	:	1	:	6	:	3	:	45
14.7	:	1.5	:	1.218	:	1.218	:	1	:	5	:	2	:	14
10.1	:	1	:	0.893	:	0.893	:	1	:	4	:	1	:	36
16.4	:	1.5	:	1.425	:	1.425	:	1	:	5	:	2	:	52
17.7	:	2	:	2.101	:	2.101	:	1	:	6	:	3	:	47
13.4	:	1	:	1.156	:	1.156	:	1	:	4	:	1	:	6
